name,database_id,degree_weighted,degree_total,betweenness_unweighted,betweenness_weighted,clustering_unweighted,clustering_weighted,connected_component,role
Tegawendé F. Bissyandé,4:a207e2fc-2358-4733-aaec-376a2c17a19b:612,59,118,0.0036294144214752,0.0079250791200126,0.1461133839859731,0.0135122979905091,0,broker
Manuel Rigger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:429,10,12,0.0036147779955904,0.0036147779955904,0.3555555555555555,0.0176703771797288,0,broker
Iftekhar Ahmed 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2406,33,39,0.0035764137749469,0.0030221192975969,0.1136363636363636,0.0059058980397498,0,broker
Jon Whittle 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1075,31,49,0.0035702723487993,0.0039919912506288,0.1913978494623656,0.0145220297044417,0,broker
Darko Marinov,4:a207e2fc-2358-4733-aaec-376a2c17a19b:101,30,37,0.0035529526933128,0.0019984104974291,0.1471264367816092,0.0081130200197736,0,broker
Gabriele Bavota,4:a207e2fc-2358-4733-aaec-376a2c17a19b:645,51,164,0.0035457488209949,0.0163932869015096,0.1662745098039215,0.0238446316861003,0,broker
Emad Shihab,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1393,30,39,0.0035416311139849,0.0017710773709932,0.135632183908046,0.0087901435327686,0,broker
Yasutaka Kamei,4:a207e2fc-2358-4733-aaec-376a2c17a19b:745,21,32,0.0035244140828184,0.0026898481137379,0.1952380952380952,0.0131495440912718,0,broker
Stefan Wagner 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:38,44,72,0.0035183065635474,0.0086090430751682,0.0761099365750528,0.0050125393729504,0,broker
Amir Molzam Sharifloo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1525,28,30,0.0035163538087026,0.0028899729766139,0.4153439153439153,0.0189141830659992,0,broker
Radu Calinescu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2902,53,67,0.0035098858898068,0.0034683443880746,0.2481857764876632,0.012386462762463,0,broker
Gregor Engels,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4861,21,29,0.0035060665225384,0.0036783294718531,0.1619047619047619,0.0095669845496205,0,broker
Jianmei Guo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4,18,25,0.0035059972491741,0.0044539682756731,0.2352941176470588,0.0150306638668092,0,broker
Manuel Wimmer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:719,22,26,0.0034902391804581,0.0024926233687618,0.1601731601731601,0.0088636370423828,0,broker
Daniela E. Damian,4:a207e2fc-2358-4733-aaec-376a2c17a19b:340,30,40,0.0034876003212039,0.0019479469158356,0.1655172413793103,0.0096160244173135,0,broker
Jeff Huang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5102,29,33,0.0034610826073016,0.0034721856704588,0.167487684729064,0.0076469103021238,0,broker
Joshua Garcia,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1888,37,60,0.003459384052273,0.0023645495472242,0.1696696696696696,0.012612210646458,0,broker
Jinhan Kim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3097,10,11,0.0034095616113693,0.0034024849105856,0.5111111111111111,0.0239778942925914,0,broker
Eric Knauss,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3254,24,32,0.0034033564204505,0.0042759311574369,0.1884057971014492,0.01159951483628,0,broker
Valentina Lenarduzzi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4427,32,52,0.0033865031359177,0.0024064746930427,0.1875,0.0140341016855225,0,broker
Ting Su 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:956,37,58,0.003383476528187,0.0116621943230498,0.1846846846846846,0.013381834995515,0,broker
Ipek Ozkaya,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4322,19,26,0.0033760410617421,0.0022964656365983,0.1929824561403508,0.0116542286427657,0,broker
Bradley R. Schmerl,4:a207e2fc-2358-4733-aaec-376a2c17a19b:171,26,50,0.0033625351566161,0.0008120987049646,0.2061538461538461,0.0200547930812355,0,broker
Miroslaw Staron,4:a207e2fc-2358-4733-aaec-376a2c17a19b:276,35,45,0.0033578630811706,0.0032059086710804,0.1025210084033613,0.005802777958397,0,broker
Nobukazu Yoshioka,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6886,15,18,0.0033569594973549,0.0033805439222815,0.3809523809523809,0.0196357824596719,0,broker
Denys Poshyvanyk,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1111,60,155,0.0033226424120424,0.0085522604016777,0.1141242937853107,0.0145300116582326,0,broker
Xusheng Xiao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:969,36,44,0.0033217036987981,0.0045951447074036,0.1428571428571428,0.0081457671747015,0,broker
Mojtaba Shahin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1073,23,28,0.0032973795661799,0.0029038689742529,0.2213438735177865,0.0135816351025578,0,broker
Chenguang Zhu 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4800,24,32,0.0032920240045567,0.0032532396271703,0.217391304347826,0.0128782979042907,0,broker
Tomás Bures,4:a207e2fc-2358-4733-aaec-376a2c17a19b:996,39,89,0.0032827595412961,0.0123233677664484,0.1228070175438596,0.0138791692327453,0,broker
Birgit Penzenstadler,4:a207e2fc-2358-4733-aaec-376a2c17a19b:232,14,31,0.0032766559508216,0.0040142867012765,0.4065934065934066,0.0426080498892565,0,broker
Ivan Beschastnikh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2240,28,28,0.0032623539109181,0.0020695007902181,0.1243386243386243,0.0055376604773993,0,broker
Rui Abreu 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3399,28,34,0.0032366039276747,0.0017416730976067,0.1137566137566137,0.0057758127715715,0,broker
Xing Hu 0008,4:a207e2fc-2358-4733-aaec-376a2c17a19b:241,47,81,0.0032177643931645,0.0046089878452227,0.1591119333950046,0.014256407719107,0,broker
Ingo Weber,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12064,24,38,0.0032157753944605,0.0013701167077653,0.2391304347826087,0.0181190879651551,0,broker
Barbara Paech,4:a207e2fc-2358-4733-aaec-376a2c17a19b:555,26,26,0.0031553940597263,0.0010011652230278,0.32,0.0141356872629163,0,broker
Rafael Capilla,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4424,19,26,0.0031310638167686,0.0019156153994402,0.175438596491228,0.0112343004950475,0,broker
Yutong Zhao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:549,15,24,0.0031195650037956,0.0,0.5619047619047619,0.0407586046687026,0,broker
Baishakhi Ray,4:a207e2fc-2358-4733-aaec-376a2c17a19b:223,40,55,0.0031148440307445,0.0034124589978691,0.1256410256410256,0.0074387004176578,0,broker
Danny Dig,4:a207e2fc-2358-4733-aaec-376a2c17a19b:604,26,37,0.0031148329437547,0.0019409350473448,0.1446153846153846,0.0095040822851465,0,broker
Premkumar T. Devanbu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1800,26,33,0.0031094812664591,0.0023073801810987,0.1969230769230769,0.0111279532493664,0,broker
Kevin Moran,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1204,46,97,0.0031083263295042,0.0016726759108526,0.1536231884057971,0.0154696276257697,0,broker
Leandro L. Minku,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4881,16,17,0.0031026140111752,0.0011525184909903,0.1916666666666666,0.0093937284423992,0,broker
Charles Sutton,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3569,19,23,0.0030911543354088,0.0026086454175178,0.2163742690058479,0.0115065767243593,0,broker
Norbert Seyff,4:a207e2fc-2358-4733-aaec-376a2c17a19b:237,16,33,0.0030542739347819,0.0025426463820178,0.3083333333333333,0.0323111044993529,0,broker
Georgios Gousios,4:a207e2fc-2358-4733-aaec-376a2c17a19b:544,29,37,0.0030527568905524,0.0030626183649029,0.1502463054187192,0.0087864298316352,0,broker
Tien N. Nguyen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:374,37,99,0.0030504873353349,0.0104358882980789,0.1216216216216216,0.0125499991350659,0,broker
Abhik Roychoudhury,4:a207e2fc-2358-4733-aaec-376a2c17a19b:829,30,55,0.0030277940093582,0.0104345621868083,0.1172413793103448,0.0091161191779151,0,broker
Rocco Oliveto,4:a207e2fc-2358-4733-aaec-376a2c17a19b:42,39,101,0.0030270917501819,0.020370878086007,0.224021592442645,0.0281390682891718,0,broker
Qingwei Lin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:768,74,135,0.0030240486515648,0.003698597129525,0.1777119585338763,0.0151809036963584,0,broker
Grace A. Lewis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3117,36,48,0.0029945972414586,0.0189487189821197,0.1873015873015873,0.0108093369845551,0,broker
Lionel C. Briand,4:a207e2fc-2358-4733-aaec-376a2c17a19b:184,33,67,0.0029833977667542,0.0069771199719934,0.096590909090909,0.008900429767077,0,broker
Brian Fitzgerald 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:867,20,23,0.0029723234088749,0.0018387105883139,0.2105263157894736,0.0107290806547723,0,broker
Michael Goedicke,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3928,15,17,0.002972284976063,0.0021896972927748,0.219047619047619,0.0111839970033639,0,broker
Tayana Conte,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2782,37,57,0.0029616637155524,0.0034065695535229,0.1426426426426426,0.0100912388892159,0,broker
Zhi Quan Zhou 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2646,23,34,0.002960618019146,0.0050353735445616,0.1343873517786561,0.0099963487907446,0,broker
Hui Liu 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:265,30,38,0.0029594826443743,0.0028586611365085,0.1471264367816092,0.0082969183008374,0,broker
Koushik Sen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1056,34,43,0.0029516979810602,0.0031331781629449,0.1283422459893048,0.0065968841931183,0,broker
Carlo Ghezzi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3433,37,53,0.0029501553132639,0.0022404337538764,0.3963963963963964,0.023739228207674,0,broker
Alessandro F. Garcia 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1088,45,81,0.0029451242384267,0.0041738814675611,0.203030303030303,0.0162003829423469,0,broker
Tsong Yueh Chen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:482,32,43,0.0029420259666853,0.0021621039683745,0.125,0.0077253728953851,0,broker
Karthik Vaidhyanathan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12050,38,56,0.0029379153201634,0.0030127810551788,0.1081081081081081,0.0065254966858644,0,broker
Rohit Gheyi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1091,22,26,0.0029268953326004,0.0015192325974146,0.277056277056277,0.015448038031593,0,broker
Kenji Tei,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2456,41,44,0.0029171908483744,0.0003393660938123,0.3609756097560975,0.0177539782039711,0,broker
Haoyu Wang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:542,71,89,0.0029003658655486,0.0075854792661002,0.0913480885311871,0.0051836603878296,0,broker
Zhenyu Chen 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1343,53,73,0.0028923074094387,0.003373255140211,0.1291727140783744,0.0083138978833338,0,broker
Zhenkai Liang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:428,13,14,0.0028724921656834,0.0028724921656834,0.358974358974359,0.016723397920667,0,broker
Claudio Menghi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:181,26,44,0.0028605124113602,0.0065345708226501,0.1507692307692307,0.0117645405969727,0,broker
Jasmin Jahic,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12062,24,31,0.002854436972472,0.001893798733899,0.1376811594202898,0.00928717769365,0,broker
Meiyappan Nagappan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2441,27,28,0.0028369170257662,0.0015557838098359,0.0997150997150997,0.0045880941656855,0,broker
David C. Shepherd,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1812,30,45,0.0028350381020299,0.0018077336725196,0.193103448275862,0.0122009867232942,0,broker
Ciera Jaspan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1251,33,48,0.0028328482703193,0.0018599945194736,0.2045454545454545,0.013858798255704,0,broker
Yuetang Deng,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7674,44,50,0.0028268820061224,0.0018888005069048,0.2114164904862579,0.0109114822398188,0,broker
Yulei Sui,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2653,49,64,0.0028263364949885,0.0033732902205343,0.1284013605442177,0.0074934759766709,0,broker
Zijiang Yang 0006,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3764,19,23,0.0028053454743213,0.0019073568830366,0.1988304093567251,0.0121694975450108,0,broker
Davide Falessi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6764,18,19,0.0028038531111807,0.0029876006597507,0.6143790849673203,0.0304963790602575,0,core
Eunsuk Kang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4001,29,43,0.002799827029177,0.0055754141534629,0.1280788177339901,0.0094031119196264,0,broker
Omer Tripp,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1140,29,37,0.0027952018058987,0.0044128367747505,0.1379310344827586,0.0077152550736365,0,broker
Ayse Basar Bener,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3886,28,37,0.0027926839392303,0.0027328053681728,0.1587301587301587,0.0096573630186069,0,broker
Frank Leymann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10663,19,21,0.0027673857175136,0.0027673857175136,0.2339181286549707,0.0112776804361279,0,broker
Yanja Dajsuren,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12043,20,32,0.0027637926690426,0.005196468989937,0.1947368421052631,0.0139000557272253,0,broker
Peng Liang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5846,20,22,0.0027551376664351,0.0023499658665947,0.1578947368421052,0.0081354292634555,0,broker
Daniel Méndez Fernández,4:a207e2fc-2358-4733-aaec-376a2c17a19b:37,19,22,0.0027504537882926,0.0019354891512996,0.2105263157894736,0.0105619000347143,0,broker
Paolo Tonella,4:a207e2fc-2358-4733-aaec-376a2c17a19b:78,24,36,0.0027246026663116,0.0024021701527514,0.1521739130434782,0.0105416101920068,0,broker
Sebastian G. Elbaum,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1154,23,38,0.0027238778914678,0.0027961895173028,0.1304347826086956,0.0089254117899148,0,broker
Ye Yang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3891,22,27,0.0026918110892784,0.0010891105459276,0.2424242424242424,0.0139810489420127,0,broker
Sebastian Herold,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12204,15,25,0.0026797507432341,0.00153895214968,0.2095238095238095,0.0130232026548215,0,broker
Mauricio Finavaro Aniche,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1462,32,38,0.0026796922387758,0.0046191267826812,0.1633064516129032,0.0094961863943577,0,broker
Anthony Cleve,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2710,8,8,0.0026770626816761,0.0026604785090068,0.1785714285714285,0.008167579270023,0,broker
Lingxiao Jiang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2142,34,38,0.0026737830227251,0.0023398213400084,0.1176470588235294,0.0057080161935883,0,broker
Meira Levy,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6750,19,20,0.002667756094768,0.0007826454101592,0.5730994152046783,0.0259747614539328,0,broker
Gunter Mussbacher,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1688,24,26,0.0026616479683061,0.0026616479683061,0.3514492753623188,0.0155198238972573,0,broker
Sanjay Podder,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3199,29,71,0.0026615394742206,0.0026615065292758,0.167487684729064,0.0174131111010174,0,broker
Chul-Joo Kim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:518,13,13,0.0026600024459292,0.0026600024459292,0.4615384615384615,0.020066889632107,0,broker
Christos Tsigkanos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3431,37,60,0.0026593203689088,0.0094033372471718,0.4054054054054054,0.025547270649698,0,broker
Ji Wang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:500,28,47,0.002642403133682,0.0016288729288956,0.2275132275132275,0.0170402423787792,0,broker
Thomas Vogel 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2611,32,40,0.0026292263911454,0.002536757401154,0.3588709677419355,0.0177316680418548,0,broker
Michael Hilton 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:664,19,27,0.0026116062070488,0.0018682001619153,0.1929824561403508,0.012392233677385,0,broker
Fabio Massacci,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1079,16,20,0.002605849330345,0.001246950318857,0.15,0.0080518977184468,0,broker
Schahram Dustdar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:568,37,44,0.0026049848503744,0.0047523691009943,0.3873873873873873,0.0202321408788684,0,broker
Michael Vierhauser,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2628,35,56,0.0026015434129865,0.0054097070011112,0.1428571428571428,0.0104187307486623,0,broker
Marcos Kalinowski,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1858,27,29,0.0025942258742717,0.0010930232269827,0.2649572649572649,0.012798526205505,0,broker
Saravan Rajmohan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3114,39,67,0.0025935029693753,0.0030929339900011,0.3333333333333333,0.02674668019683,0,broker
Benoît Combemale,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2881,13,18,0.0025787205839941,0.0022865660256408,0.2948717948717949,0.0189839490372382,0,broker
Sergey Mechtaev,4:a207e2fc-2358-4733-aaec-376a2c17a19b:825,24,35,0.0025711155713569,0.0045573661796189,0.213768115942029,0.012702344802413,0,broker
Abram Hindle,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5464,18,20,0.0025665379276197,0.0020875510265306,0.1830065359477124,0.0083148397413739,0,broker
Tomi Männistö,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1654,14,17,0.0025542905697151,0.0025540163159856,0.2197802197802197,0.0114857545148492,0,broker
Valerio Terragni,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2227,12,14,0.0025458152498894,0.0046922344107724,0.1363636363636363,0.0073926302503241,0,broker
Rami Bahsoon,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3242,14,15,0.0025445586155124,0.0021056549924259,0.1098901098901098,0.0050262026277065,0,broker
Antonio Filieri,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3914,29,33,0.0025434537072687,0.0014958455061254,0.3669950738916256,0.01801989532975,0,broker
James C. Davis 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:836,29,33,0.0025277734988013,0.0025039356876315,0.2241379310344827,0.0111173704386213,0,broker
Maria Teresa Baldassarre,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1232,21,26,0.002526913003842,0.0024245704080425,0.1857142857142857,0.0109434052848074,0,broker
Jan Keim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:65,34,78,0.0025142817827322,0.0029812455564875,0.3226381461675579,0.0342940256321678,0,broker
Yunhui Zheng,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1485,33,44,0.0025130663612611,0.0019967850586439,0.178030303030303,0.0103165881145707,0,broker
Shahar Maoz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:823,18,29,0.0025016887296982,0.0026562560499332,0.2549019607843137,0.0144078469419549,0,broker
Awais Rashid,4:a207e2fc-2358-4733-aaec-376a2c17a19b:562,37,53,0.0024993251227911,0.0061433273948604,0.1201201201201201,0.0079801881592615,0,broker
Flávio Oquendo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2093,32,58,0.0024825404726066,0.0041155812565091,0.1612903225806451,0.0129615429203761,0,broker
Tosin Daniel Oyetoyan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7344,11,13,0.0024775124721657,0.0010950684802716,0.3454545454545454,0.0207046713887584,0,broker
Emina Torlak,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3822,39,39,0.0024698311584773,0.002344753582739,0.9001349527665317,0.0391515531919201,0,core
Dario Di Nucci,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7607,23,39,0.0024620172251495,0.0009886070757607,0.2569169960474308,0.0216961689003095,0,broker
Minghui Zhou 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:488,26,41,0.0024440741728256,0.002074757349896,0.1569230769230769,0.0110570772055199,0,broker
Kelly Blincoe,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4166,24,29,0.0024407737802383,0.0027846995403304,0.213768115942029,0.0121388010364503,0,broker
Ge Li 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5071,33,39,0.0024383446522805,0.0056442371003359,0.1799242424242424,0.0100925198263659,0,broker
Ricardo Britto 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3737,17,17,0.0024210689050186,0.0013346926496433,0.2205882352941176,0.012624038947704,0,broker
Wesley K. G. Assunção,4:a207e2fc-2358-4733-aaec-376a2c17a19b:388,30,44,0.0024071760185576,0.0026299524831942,0.2298850574712643,0.016676660270339,0,broker
Barbora Buhnova,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9147,20,38,0.0024049317320293,0.0016092320539217,0.1157894736842105,0.0098022928560095,0,broker
Amleto Di Salle,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2198,23,37,0.0023985851391693,0.0073520668364674,0.2134387351778656,0.0162683387470466,0,broker
Pinjia He,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1633,61,87,0.0023983462817701,0.0025910652717051,0.1398907103825136,0.0098718081898563,0,broker
Cuiyun Gao 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1013,46,79,0.0023946466026308,0.0185254501092424,0.1555555555555555,0.0121119674485756,0,broker
Xiangke Liao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2106,45,68,0.0023826501373402,0.0016167726945393,0.2292929292929293,0.0155271553831127,0,broker
Yang Feng 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1341,35,54,0.0023759864312655,0.0020351467737077,0.1495798319327731,0.0114286697650399,0,broker
Martin Schäf,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1141,23,25,0.0023575252582241,0.0023130040235594,0.1857707509881423,0.0090760778144809,0,broker
Thomas Hubregtsen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11282,24,24,0.0023414851994421,0.0023414851994421,0.8405797101449275,0.0366166114635014,0,core
Alexander Pretschner,4:a207e2fc-2358-4733-aaec-376a2c17a19b:423,26,31,0.0023346149598652,0.0020012425606082,0.1323076923076923,0.006864818237615,0,broker
He Jiang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:585,28,35,0.0023321313064646,0.0013788591381563,0.1904761904761904,0.0096076578612356,0,broker
René Just,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3065,33,44,0.0023108677542491,0.0018832142032053,0.1458333333333333,0.0085971617030813,0,broker
Shuai Wang 0011,4:a207e2fc-2358-4733-aaec-376a2c17a19b:592,38,63,0.0023093829308708,0.0050761969399796,0.1735419630156472,0.012283601427312,0,broker
Pablo Oliveira Antonino,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3161,42,78,0.0023063593273497,0.008086206981529,0.1219512195121951,0.0103632933257885,0,broker
